0,neg,neu,pos
\u2665,0.012684,0.24774,0.072912
*,0.010278,0.25429,0.068764
#sun,0.0073,0.2523,0.073725
#funny,0.024007,0.1743,0.13503
get,0.034265,0.26025,0.038817
#night,0.011643,0.20918,0.11252
go,0.014789,0.27628,0.042246
our,0.017464,0.27356,0.042306
birthday,0.0055172,0.24774,0.080075
back,0.016072,0.28151,0.035732
home,0.019812,0.26708,0.046424
don't,0.041251,0.25269,0.039393
:D,0.0063222,0.19237,0.13463
best,0.0090686,0.17494,0.14934
much,0.024296,0.24074,0.068296
by,0.024313,0.27369,0.03534
#new,0.012444,0.24589,0.075
#hair,0.0092803,0.23707,0.086992
will,0.026183,0.27352,0.033651
year,0.021632,0.27736,0.034356
#girls,0.020111,0.21083,0.10241
#christmas,0,0.25725,0.076083
#dog,0.014767,0.25346,0.065096
her,0.038673,0.26141,0.033235
mi,0.012952,0.29095,0.029429
u,0.021348,0.25188,0.060091
can't,0.038946,0.25607,0.038299
little,0.03266,0.24534,0.055333
about,0.03119,0.26904,0.033107
en,0.011344,0.30872,0.013269
look,0.021185,0.2635,0.048649
can,0.032342,0.23948,0.061508
morning,0.0031087,0.23514,0.095094
he,0.034924,0.23812,0.060286
see,0.023833,0.26765,0.041833
#cool,0.0076032,0.18308,0.14265
lol,0.032172,0.2003,0.10087
why,0.043514,0.26006,0.029762
\u0e48,0.0024242,0.30658,0.024303
#beach,0.0068922,0.2703,0.056137
more,0.027614,0.26707,0.038636
#baby,0.01154,0.24409,0.0777
\u201d,0.02868,0.26356,0.041093
these,0.029018,0.2495,0.054819
as,0.025077,0.28401,0.024265
#instapic,0.016022,0.21969,0.097622
#lol,0.021196,0.18157,0.13057
has,0.03097,0.27161,0.030748
el,0.0046444,0.29816,0.030533
\u0e49,0.0024242,0.30348,0.027394
y,0.0055185,0.3213,0.0065185
baby,0.034762,0.26421,0.034345
work,0.032748,0.27112,0.029463
#home,0.015583,0.26368,0.054046
#boy,0.014051,0.23263,0.086641
#music,0.02055,0.25846,0.054342
#good,0.010917,0.18447,0.13797
#friend,0.0081228,0.17802,0.14718
#follow,0.0080794,0.22841,0.096857
#instamood,0.0073197,0.25388,0.072136
only,0.017548,0.27193,0.043867
#holiday,0.011067,0.20497,0.11729
too,0.027506,0.24364,0.062173
going,0.024991,0.27674,0.031595
#sunday,0.016364,0.2522,0.064773
here,0.020657,0.26768,0.04501
#rip,0.034762,0.26243,0.036143
make,0.015762,0.24324,0.074333
if,0.028431,0.26214,0.042764
#picoftheday,0.011825,0.28483,0.036683
they,0.0353,0.24529,0.05274
feel,0.03765,0.24137,0.054308
an,0.019667,0.27177,0.041889
makes,0.021358,0.26627,0.0457
ever,0.029927,0.23931,0.064115
#food,0.011532,0.25655,0.065254
con,0.010974,0.29903,0.023333
3,0.014448,0.26282,0.056057
#my,0.018289,0.25718,0.057889
#work,0.027614,0.24775,0.057982
#pretty,0.0034472,0.17009,0.1598
after,0.026258,0.26194,0.04515
first,0.010927,0.27668,0.045729
want,0.025067,0.24047,0.06779
o,0.013905,0.28486,0.034571
know,0.026941,0.26044,0.045948
#morning,0.0064615,0.21418,0.11268
#followme,0.004119,0.20605,0.12317
#true,0.020926,0.18387,0.12857
right,0.026928,0.26809,0.038324
his,0.025178,0.25586,0.052311
really,0.035397,0.2526,0.045357
#school,0.016175,0.23449,0.082667
\u263a,0,0.27813,0.055205
#black,0.018333,0.24069,0.074292
people,0.014926,0.26204,0.05637
2,0.026341,0.27392,0.033078
#nice,0.0071667,0.15493,0.17121
am,0.022449,0.26796,0.042936
#blue,0.012524,0.24954,0.071262
who,0.032229,0.26846,0.032646
^,0.024061,0.24264,0.066636
made,0.023447,0.24851,0.061386
\u0e31,0,0.32093,0.012407
#friday,0.023354,0.2329,0.077063
had,0.016627,0.24924,0.067476
she,0.031816,0.2628,0.038724
#blessed,0.00935,0.17483,0.14915
some,0.019131,0.26023,0.053988
smile,0.010781,0.15834,0.16419
#art,0.010968,0.26237,0.06
#photooftheday,0.016882,0.26358,0.052873
:'(,0.044458,0.25629,0.032597
\u2661,0,0.30733,0.026
e,0.0078333,0.29531,0.030188
~,0.017095,0.27298,0.043238
girl,0.01325,0.25776,0.062302
great,0.010108,0.1804,0.14282
#photo,0.016389,0.25367,0.063278
never,0.031573,0.2627,0.039068
#alone,0.10888,0.20036,0.024091
#red,0.017158,0.25912,0.057053
#quote,0.033231,0.23251,0.067615
been,0.02719,0.274,0.032155
him,0.042971,0.25588,0.03449
\u0e35,0.0026667,0.31177,0.018867
true,0.022644,0.18672,0.12395
#instadaily,0.019087,0.232,0.082246
beautiful,0.011406,0.18857,0.13338
#crazy,0.075667,0.19786,0.059806
#saturday,0.0049259,0.23231,0.096074
#memories,0.02027,0.238,0.075063
christmas,0,0.23133,0.102
still,0.011595,0.27785,0.043917
#smiles,0.0094167,0.18031,0.1436
its,0.021896,0.24709,0.064344
#pink,0.008931,0.21786,0.10655
\u2600,0.0097302,0.21603,0.10756
off,0.031952,0.26436,0.037012
feliz,0.0065,0.28444,0.042389
#today,0.0089394,0.25788,0.066485
finally,0.021748,0.26647,0.045117
face,0.016542,0.24998,0.066833
,0.0071548,0.23704,0.089143
\u270c,0.010417,0.24183,0.081083
even,0.023395,0.26363,0.046321
always,0.017311,0.26127,0.054778
over,0.010333,0.28096,0.042035
#weekend,0.019278,0.23367,0.080389
think,0.028657,0.25009,0.054583
way,0.019039,0.2715,0.042784
#year,0.065,0.26833,0
there,0.02556,0.2583,0.049476
gonna,0.046676,0.25749,0.029171
#instalike,0,0.28875,0.044583
#cry,0.15031,0.17556,0.0074889
school,0.045654,0.27785,0.0098333
#face,0.019037,0.25172,0.062574
#lonely,0.10334,0.19647,0.033522
oh,0.038267,0.22487,0.07021
again,0.024086,0.25565,0.05361
#fashion,0.0016667,0.26604,0.065632
us,0.026526,0.25179,0.055026
friends,0.013647,0.18487,0.13482
#eyes,0.014379,0.24411,0.074864
un,0.006963,0.30852,0.017889
days,0.035383,0.25035,0.047605
#truth,0.031051,0.18672,0.11562
#nofilter,0.0053333,0.26956,0.058437
haha,0.013642,0.1988,0.12088
#rain,0.028274,0.26404,0.041048
https://t.co,0,0.25467,0.078667
#tbt,0.0068519,0.28659,0.039889
#puppy,0.029733,0.24069,0.062892
#cat,0.038551,0.2527,0.042116
family,0.011485,0.23283,0.089
well,0.038519,0.19847,0.096358
very,0.04149,0.22741,0.064412
world,0.016235,0.25307,0.064029
being,0.03547,0.25445,0.043424
hair,0.017316,0.248,0.068017
#igers,0.0081111,0.27211,0.053111
old,0.02694,0.26457,0.041845
thanks,0.011536,0.20755,0.11425
#white,0.016649,0.24595,0.070754
#sweet,0.0035965,0.16498,0.16477
#cold,0.038133,0.27847,0.016733
picture,0.017322,0.26126,0.054736
thank,0.0040145,0.19742,0.13188
man,0.028167,0.25132,0.053846
feeling,0.026106,0.19733,0.10985
#sick,0.14242,0.16644,0.0245
#instaphoto,0.0050238,0.24367,0.084643
everyone,0.019212,0.24155,0.072576
come,0.031302,0.27108,0.030952
bye,0.028333,0.25579,0.049282
because,0.042722,0.24744,0.043185
s,0.021122,0.28594,0.026278
se,0.011611,0.30389,0.017833
#beauty,0.0043,0.18483,0.14417
#bestfriend,0.01545,0.23767,0.080217
#newyear,0,0,0
wish,0.026298,0.20967,0.097421
them,0.023022,0.28013,0.030144
#2013,0,0.33333,0
down,0.017973,0.28325,0.032107
#hot,0.0030417,0.2389,0.091396
need,0.013924,0.29162,0.027773
te,0.0065667,0.2932,0.033567
#style,0,0.23552,0.097815
#best,0.013238,0.15833,0.16176
or,0.02714,0.27191,0.034298
#gay,0.028069,0.22343,0.081847
1,0.018359,0.26785,0.047141
before,0.017306,0.27565,0.040375
#halloween,0.013394,0.25121,0.068717
ya,0.029651,0.26546,0.038254
friend,0.015936,0.17476,0.14265
#crying,0.090583,0.16858,0.074167
#blonde,0.0041905,0.25685,0.072321
na,0.024533,0.29042,0.018378
#cake,0.0059474,0.26096,0.066421
#sky,0.0020267,0.25088,0.080427
#2014,0,0,0
p,0.030137,0.24872,0.05449
para,0.013405,0.2725,0.047429
#sister,0.010718,0.23574,0.086897
years,0.029351,0.25944,0.044544
say,0.026564,0.26146,0.045321
rip,0.046167,0.26144,0.025722
#winter,0.049545,0.26821,0.015576
take,0.024778,0.26931,0.039244
dia,0,0.3049,0.028436
im,0.038175,0.27114,0.024018
#holidays,0,0.23233,0.101
getting,0.025244,0.25137,0.056744
r,0.018848,0.28342,0.031061
house,0.032016,0.27813,0.02319
tonight,0.025511,0.24591,0.061889
#miss,0.086182,0.21215,0.035
another,0.025551,0.24614,0.061654
found,0.037483,0.27827,0.017583
#time,0,0.25727,0.076067
ready,0.016211,0.21444,0.10272
por,0,0.29417,0.039167
week,0.015104,0.2666,0.051625
did,0.016545,0.27595,0.040818
where,0.025509,0.28523,0.022596
#instamoment,0,0,0
i've,0.024833,0.26773,0.040758
friday,0.026458,0.26969,0.037187
es,0,0.30493,0.028407
#likeforlike,0,0.18111,0.15222
would,0.031877,0.26432,0.037158
goodbye,0.020439,0.29986,0.01303
\u0e34,0,0.31253,0.0208
#broken,0.16267,0.13622,0.0345
photo,0.015526,0.26932,0.048474
please,0.0345,0.19087,0.10797
#peace,0,0.16411,0.16922
guys,0.021216,0.25635,0.055725
better,0.022486,0.20674,0.10415
:-),0.00525,0.2237,0.10438
#like4like,0,0,0
#friendship,0,0.18292,0.15042
every,0.0060909,0.29436,0.032848
#sea,0,0.289,0.044333
#chocolate,0,0.25761,0.075722
two,0.022893,0.24803,0.062413
poor,0.13942,0.16968,0.024242
girls,0.0249,0.25385,0.054567
#loveit,0.014333,0.262,0.057
#goodmorning,0.0091667,0.2585,0.065643
missing,0.0736,0.2109,0.0489
4,0.020758,0.26038,0.052197
#enjoy,0.0055152,0.16015,0.16767
long,0.031167,0.26847,0.033708
#dinner,0.0048095,0.23807,0.090452
#wedding,0.0091458,0.23673,0.087458
#lovely,0.0023958,0.15621,0.17471
were,0.020911,0.25282,0.0596
#to,0.0076364,0.25991,0.065788
#nature,0.0098246,0.25042,0.073105
w,0.0077451,0.25445,0.071137
#healthy,0.019879,0.19355,0.11997
god,0.012965,0.18198,0.13839
bad,0.086375,0.20519,0.041771
#monday,0.048889,0.22428,0.060167
summer,0.019741,0.26198,0.051611
next,0.028841,0.2646,0.039905
big,0.018754,0.28193,0.032667
:/,0.10555,0.19273,0.035061
#green,0.012972,0.24764,0.072722
#boyfriend,0.039778,0.20244,0.091037
#quotes,0.007641,0.24928,0.07641
real,0.018519,0.25741,0.057407
fun,0.013188,0.20509,0.11506
than,0.03063,0.24944,0.053222
could,0.014881,0.25969,0.058786
someone,0.018909,0.26212,0.052333
mom,0.008614,0.2723,0.052421
#you,0.0244,0.2407,0.068267
#the,0,0.27246,0.060875
#so,0.020121,0.23676,0.076485
da,0.01625,0.28158,0.0355
looks,0.011133,0.21142,0.11078
having,0.028471,0.21602,0.088843
.....,0.025405,0.24738,0.060548
#yummy,0,0.19072,0.14262
#swag,0.0057222,0.21935,0.10828
#iphone,0.020246,0.2427,0.070391
that's,0.021982,0.25928,0.05207
heart,0.052778,0.25107,0.029519
#vacation,0.0046429,0.24679,0.081905
#makeup,0.010718,0.21867,0.10395
#spring,0,0.25706,0.076278
#goodbye,0.048267,0.23573,0.049367
thing,0.047792,0.22653,0.059056
gone,0.038489,0.28402,0.0108
yes,0.019903,0.1866,0.12683
omg,0.053667,0.24486,0.034825
dinner,0.012519,0.27913,0.041685
boy,0.024594,0.24888,0.059841
beach,0.011347,0.26439,0.057597
#tears,0.12156,0.19096,0.020844
#brother,0.0050333,0.2535,0.0748
things,0.011778,0.27178,0.049792
weekend,0.020897,0.24949,0.062974
sunday,0.021212,0.21391,0.098212
hahaha,0.0097556,0.18004,0.14351
believe,0.01635,0.27688,0.0401
#perfect,0,0.13619,0.19714
tomorrow,0.027315,0.25387,0.052167
pic,0.010939,0.2852,0.037167
leave,0.082463,0.21452,0.036407
(:,0.00089744,0.18015,0.15228
#snow,0.052667,0.22056,0.060111
game,0.024,0.28818,0.021152
#sunny,0.0038095,0.18893,0.1406
#look,0.0346,0.22953,0.0692
#and,0,0.25178,0.081556
#travel,0.005359,0.28449,0.043487
#drunk,0.072967,0.17858,0.081783
#bestfriends,0.013741,0.23078,0.088815
\u00e9,0.0061111,0.29574,0.031481
let,0.038556,0.24124,0.053519
dog,0.035083,0.25558,0.04265
\u2728,0,0.28162,0.051714
left,0.010963,0.29878,0.023593
c,0.016783,0.24803,0.068517
#kids,0.0019394,0.26182,0.069576
such,0.032844,0.22833,0.0722
most,0.028685,0.22883,0.075815
#feliz,0,0.29842,0.034917
then,0.022228,0.27407,0.037035
hope,0.018972,0.17161,0.14275
#coffee,0.0081429,0.27719,0.048048
#bday,0.0067963,0.27141,0.05513
pretty,0.021359,0.18495,0.12703
live,0.019576,0.29106,0.022697
#flowers,0.011643,0.2654,0.056286
#bff,0,0.16875,0.16458
moment,0.038222,0.27326,0.021852
favorite,0.02045,0.2109,0.102
away,0.019444,0.29211,0.021756
#dance,0.011429,0.26305,0.058857
los,0,0.30871,0.024625
le,0.019879,0.30573,0.0077273
\,0,0.27142,0.061917
done,0.030848,0.26127,0.041212
already,0.03603,0.26873,0.028545
#world,0.0472,0.27093,0.0152
while,0.028526,0.26468,0.040123
myself,0.01,0.2487,0.07463
may,0.0090833,0.23872,0.085528
lo,0.023944,0.29506,0.014333
una,0.029056,0.28628,0.018
party,0.014273,0.19642,0.12261
hello,0.020185,0.25085,0.062333
|,0,0.33333,0
something,0.019545,0.28312,0.030667
#sunset,0.017167,0.2572,0.059033
#bad,0.1465,0.17083,0.016
+,0.01087,0.28167,0.040778
#yay,0.0092222,0.1697,0.15439
cute,0.021413,0.17129,0.14063
2013,0,0.33333,0
#goodnight,0.035,0.25707,0.041259
n,0.027267,0.27009,0.035978
hate,0.10602,0.19825,0.029059
end,0.030148,0.27393,0.029259
amazing,0.0205,0.19964,0.11319
#instalove,0.026417,0.27188,0.035042
#car,0.039,0.23605,0.058308
many,0.022222,0.27089,0.040194
place,0.035896,0.25033,0.047104
cry,0.096044,0.19933,0.038
car,0.02,0.25883,0.054463
#shopping,0.0017857,0.26281,0.068738
#forever,0.038444,0.24461,0.050278
guy,0.047167,0.25043,0.035741
find,0.014944,0.27556,0.042833
didn't,0.0359,0.2583,0.0391
#sunshine,0.0054762,0.20076,0.12705
#goodtimes,0.011167,0.24942,0.07275
del,0,0.32327,0.010067
their,0.01881,0.27964,0.034857
t,0.029795,0.26751,0.036026
lost,0.076593,0.21396,0.042704
#myself,0.026458,0.253,0.053917
#iphonesia,0.007787,0.2818,0.04375
leaving,0.025542,0.29887,0.0089167
#tree,0.010571,0.22776,0.095
#happybirthday,0,0.26833,0.065
yesterday,0.031733,0.24347,0.058111
#heart,0.059857,0.22643,0.047048
keep,0.012578,0.25573,0.065022
#with,0.013467,0.25793,0.061933
#proud,0.014167,0.22706,0.092056
#kiss,0.0079167,0.17,0.15542
watching,0.025463,0.25702,0.05087
#people,0.0086667,0.27727,0.0474
#mom,0.026074,0.25741,0.049889
vida,0.024083,0.30925,0
5,0.027567,0.27137,0.0344
#together,0,0.27925,0.054083
#picture,0.0049697,0.23479,0.093576
#missyou,0.032375,0.23983,0.061125
#hurt,0.14633,0.187,0
las,0.048833,0.23933,0.045167
i'll,0.039211,0.23619,0.057947
without,0.012889,0.27457,0.045852
#london,0.013394,0.26452,0.055424
#instacool,0,0.23156,0.10178
you're,0.0299,0.2598,0.0436
nice,0.015983,0.1892,0.12813
#now,0,0.31744,0.015889
di,0.0124,0.28307,0.037867
brother,0.024771,0.23869,0.069875
#nyc,0.014667,0.26833,0.050333
#glasses,0.013714,0.21833,0.10129
#free,0.010611,0.20144,0.12133
#photography,0.011286,0.24619,0.075857
#pain,0.11813,0.18763,0.027567
#moments,0,0.24689,0.086444
#inlove,0.013333,0.24836,0.071643
#drawing,0,0.31089,0.022444
perfect,0.008807,0.19689,0.12765
#live,0.022333,0.19327,0.1177
#moment,0,0.33333,0
room,0.021235,0.29343,0.018667
looking,0.0061212,0.25382,0.073394
sweet,0.0065,0.21108,0.11575
phone,0.026722,0.27656,0.030074
nothing,0.05281,0.22348,0.057024
b,0.018317,0.25943,0.055587
\uff01,0,0.23142,0.10192
#sexy,0,0.16767,0.16567
#health,0.014571,0.27852,0.040238
everything,0.038487,0.2261,0.068769
came,0.013281,0.26177,0.058298
#loveher,0.0088333,0.24758,0.077
soon,0.034267,0.26487,0.0342
si,0.021567,0.2695,0.042267
d\u00eda,0,0.30967,0.023667
#yum,0.025538,0.24385,0.063923
#asian,0.031458,0.19304,0.10883
hoy,0,0.31113,0.0222
yeah,0.019825,0.18365,0.12988
#beer,0.013622,0.25927,0.060444
doesn't,0.021167,0.22719,0.085
$,0.015909,0.23242,0.085
#no,0.12907,0.18133,0.023067
#instacollage,0,0.2178,0.11553
#in,0.010028,0.24975,0.073556
times,0.0465,0.27886,0.0079722
he's,0.0098571,0.22624,0.097238
eu,0.011133,0.2878,0.0344
dad,0.0081818,0.24636,0.078788
\u0e38,0.0044444,0.31661,0.012222
#young,0.0047222,0.23011,0.098556
#why,0.037667,0.26667,0.029
#trip,0,0.25789,0.075444
#pray,0.032222,0.21644,0.084778
#pool,0,0.23322,0.10011
#loveyou,0.016333,0.24547,0.071528
waiting,0.0125,0.29737,0.023467
together,0.0094333,0.26553,0.0584
lovely,0.010667,0.19371,0.12896
kids,0.0081667,0.28317,0.042
je,0.018222,0.30872,0.0063889
\u3002,0,0.27733,0.056
#last,0.049889,0.27489,0.0086667
#blackandwhite,0.025867,0.26717,0.0403
wanna,0.039778,0.24933,0.044222
hard,0.072476,0.22938,0.031524
almost,0.019333,0.30067,0.013333
#little,0.008,0.2415,0.083833
#fitness,0,0.219,0.11433
yo,0.053042,0.24633,0.033958
sun,0.012364,0.29512,0.025848
part,0.027857,0.26257,0.042857
alone,0.10072,0.23261,0
#dress,0.0060769,0.2191,0.10815
we're,0.022278,0.22683,0.084278
those,0.018222,0.26111,0.054
start,0.016792,0.25875,0.057792
show,0.037958,0.25675,0.038625
d,0.0089,0.23347,0.090933
#repost,0,0.28833,0.045
#positive,0.0248,0.1462,0.1622
bed,0.023481,0.26267,0.047222
al,0,0.31886,0.014476
#tagsforlikes,0,0,0
#pic,0,0.24211,0.091222
#ootd,0,0.26638,0.066952
#brunette,0.004037,0.27559,0.053704
sister,0.0037778,0.26559,0.063963
said,0.01325,0.29208,0.028
#shoes,0,0.24388,0.089455
#dead,0.1375,0.15411,0.041667
#boys,0.0134,0.23707,0.082867
xd,0.0090476,0.22514,0.099143
sick,0.10063,0.20321,0.029458
saturday,0.0233,0.2445,0.065533
into,0.025103,0.27059,0.037641
food,0.0092407,0.24652,0.077556
eyes,0.027619,0.22662,0.079095
#l4l,0,0.289,0.044333
#emo,0.056917,0.24269,0.033722
missed,0.045833,0.23307,0.054433
actually,0.014407,0.23174,0.087185
#weather,0.018667,0.24463,0.070037
#thankful,0.0081905,0.14695,0.17819
#old,0.023722,0.25006,0.059556
#movie,0,0.285,0.048333
#ig,0.01259,0.25126,0.069487
#college,0,0.24325,0.090083
#bye,0.089556,0.19478,0.049
casa,0.018727,0.27488,0.039727
ago,0.0084545,0.28597,0.038909
via,0.032185,0.27622,0.024926
um,0,0.33333,0
park,0.041037,0.21333,0.078963
#lunch,0,0.2734,0.059933
doing,0.040528,0.27578,0.017056
como,0.0156,0.2898,0.027933
#motivation,0,0.19122,0.14211
#house,0.019048,0.23195,0.082333
mas,0.0322,0.30113,0
com,0.05075,0.21925,0.063333
#throwback,0,0.33333,0
#haha,0.012952,0.18043,0.13995
#drink,0.0091667,0.23498,0.08919
view,0.0047619,0.23914,0.089429
should,0.018911,0.28433,0.030089
selfie,0,0,0
saw,0.031424,0.276,0.025909
same,0.015806,0.29608,0.021444
put,0.020405,0.28826,0.024643
pra,0,0.29653,0.0368
m,0.011133,0.27663,0.045533
#lips,0.045722,0.26622,0.021389
#laugh,0.0070556,0.14122,0.18506
#followback,0,0.2554,0.077933
#delicious,0.0065,0.20022,0.12661
yet,0.01463,0.25015,0.068556
went,0.0096667,0.26924,0.054429
=,0.010467,0.25633,0.066533
#water,0.0056667,0.25141,0.076256
#hope,0.0082778,0.17367,0.15139
#gift,0,0.23615,0.097185
x,0,0.24685,0.086481
tree,0.061222,0.27211,0
other,0.042077,0.23759,0.053641
making,0.0351,0.2453,0.052933
does,0.0083889,0.2605,0.064444
bom,0.0093333,0.2626,0.0614
#tgif,0,0.13956,0.19378
remember,0.013095,0.29424,0.026
mais,0,0.324,0.0093333
died,0.092333,0.21019,0.030815
damn,0.10447,0.21433,0.014533
broke,0.11792,0.18919,0.026222
awesome,0.01,0.19191,0.13145
amo,0.021889,0.297,0.014444
:'),0.0069048,0.28452,0.041905
#yolo,0.02781,0.16043,0.1451
#lovehim,0.0092857,0.22119,0.10286
#iloveyou,0.018944,0.22347,0.090917
song,0.030889,0.25656,0.045917
shit,0.10544,0.19894,0.028963
rest,0.023857,0.21452,0.094952
#picstitch,0.025067,0.25823,0.050033
#hungry,0.02425,0.23033,0.07875
#dark,0.087889,0.18648,0.058926
ser,0,0.28913,0.0442
meu,0.030733,0.2594,0.0432
crying,0.12483,0.16611,0.042389
#yellow,0.0043056,0.26869,0.060333
#smh,0.11328,0.19083,0.029222
#happynewyear,0,0,0
#drinks,0.011,0.26083,0.061444
own,0.030455,0.27412,0.028758
isn't,0.013381,0.25819,0.061762
fav,0.033,0.22711,0.073222
coming,0.036,0.26806,0.029303
cake,0.021778,0.28856,0.023
:-(,0.11508,0.18721,0.031042
#icecream,0.0085,0.26929,0.055583
stop,0.061042,0.217,0.055292
n\u00e3o,0.011133,0.2728,0.0494
coffee,0.028033,0.25613,0.0492
class,0.041564,0.28595,0.0058205
\u0e39,0,0.30733,0.026
#summertime,0,0.24839,0.084944
#pet,0.010182,0.26394,0.059212
#xmas,0,0,0
#foodporn,0.028722,0.23606,0.0685
super,0.011033,0.19683,0.12547
since,0.0255,0.29393,0.0139
season,0.015167,0.29889,0.019278
mis,0,0.319,0.014333
#igdaily,0.017455,0.26048,0.055364
#disney,0.017833,0.26578,0.049833
#brazil,0.010963,0.24037,0.082037
wow,0.046444,0.17342,0.11344
give,0,0.27178,0.061556
enjoy,0,0.22186,0.11148
crazy,0.068333,0.19456,0.0705
#out,0,0.2515,0.081833
#inspiration,0.012593,0.18281,0.13796
#cousin,0,0.284,0.049333
watch,0.021,0.29567,0.016667
tweet,0.023615,0.26785,0.041846
sa,0.013939,0.23521,0.084182
minha,0,0.33333,0
follow,0.010222,0.2775,0.045611
city,0.012037,0.29737,0.023926
any,0.021071,0.26319,0.049024
#silly,0.031852,0.19444,0.10704
#leaving,0.027571,0.25257,0.05319
#colors,0.0092667,0.26267,0.0614
yay,0.0027273,0.16039,0.17021
wait,0,0.29809,0.035242
trying,0.019833,0.2655,0.048
thought,0.020179,0.2899,0.023256
lunch,0.018056,0.26283,0.0525
l,0.0089259,0.26937,0.055037
ko,0.034524,0.21943,0.079381
excited,0.0031795,0.23236,0.097795
cause,0.036296,0.23341,0.06363
\u2022,0,0.31767,0.015667
#usa,0.016714,0.27914,0.037429
#is,0.032476,0.2279,0.073
until,0.026444,0.26548,0.041407
sometimes,0.027067,0.2656,0.040667
#wine,0,0.2005,0.13283
#mood,0.0196,0.2414,0.072333
#latepost,0,0,0
#indonesia,0,0.23833,0.095
#death,0.15212,0.18121,0
though,0.032,0.2626,0.038667
lil,0.029824,0.24127,0.062235
hey,0,0.24393,0.0894
guess,0.042533,0.25307,0.037733
6,0.0255,0.30783,0
2014,0,0,0
#single,0.0095238,0.23643,0.087381
#omg,0,0.24789,0.085444
#kitty,0.048048,0.22529,0.06
#help,0.089667,0.16044,0.083389
#easter,0.012431,0.27792,0.04298
#dogs,0.0067619,0.2481,0.078476
#clouds,0.0185,0.24297,0.071861
music,0.029333,0.26928,0.034722
ma,0.0275,0.27558,0.03025
lot,0.016833,0.24889,0.067611
ini,0,0,0
esta,0,0.31911,0.014222
cat,0.05119,0.24405,0.038095
she's,0.036333,0.21243,0.084524
gracias,0,0,0
